Age,Credit_Score,Loan_Type,Gender,Marital_Status,Annual_Income_INR,Loan_Term_Months,Loan_Approved
18,597,gold,male,single,2654758,186,0
46,436,education,male,single,1555386,185,0
62,675,home,female,divorced,1720618,43,0
52,386,vehicle,male,married,2970884,177,0
57,718,personal,female,married,1202215,186,0
31,498,gold,male,single,1352874,120,0
52,762,home,female,single,112669,135,0
62,736,business,male,married,446653,114,0
37,609,personal,other,divorced,2349309,187,0
30,895,personal,other,single,2225939,89,1
55,580,business,male,divorced,321692,210,0
63,622,education,female,single,386195,223,0
25,451,education,female,single,832450,168,0
60,601,vehicle,female,divorced,807622,51,0
37,577,vehicle,other,divorced,2103719,205,0
50,307,personal,other,divorced,2316275,97,0
43,534,personal,other,divorced,1566536,110,0
56,860,vehicle,female,married,490958,212,0
38,601,business,female,married,2215097,188,0
59,337,vehicle,female,single,845139,77,0
60,435,personal,male,single,2573431,144,0
58,720,home,male,single,352565,34,1
26,518,personal,male,married,859950,202,0
41,647,home,other,divorced,2352451,196,0
54,845,home,other,single,848644,52,1
58,378,personal,female,married,1587322,116,0
34,572,gold,male,single,2273238,12,0
41,460,vehicle,female,married,1794779,122,0
38,607,education,male,divorced,501938,69,0
56,673,personal,male,married,281214,87,0
58,308,home,female,divorced,691944,69,0
56,743,personal,female,single,2284036,97,1
30,412,vehicle,male,divorced,2334101,17,0
28,504,business,male,married,2699392,17,0
63,704,home,other,single,905336,41,0
36,496,education,female,single,2545624,34,0
28,414,education,female,married,1633365,144,0
30,420,education,female,divorced,1309332,186,0
63,364,business,female,married,2001508,203,0
62,575,gold,male,divorced,1796438,90,0
18,538,home,other,divorced,2428772,79,0
57,601,business,female,single,135571,229,0
61,691,home,male,divorced,955879,52,0
36,821,business,male,single,176752,166,0
29,668,business,male,married,560160,86,1
25,532,gold,male,married,2939025,200,0
25,494,home,male,single,2406955,126,0
62,311,business,female,single,1847874,48,0
29,476,gold,female,divorced,2778643,151,0
50,516,personal,other,single,2779245,79,0
62,310,vehicle,female,married,2434191,58,0
43,745,business,male,single,339185,238,0
56,463,education,other,single,172649,44,0
45,850,gold,male,single,140910,112,0
22,352,gold,male,divorced,2484288,205,0
25,517,business,female,single,1358962,167,0
42,659,gold,male,divorced,973953,42,1
44,684,personal,female,divorced,1742767,174,1
63,355,gold,male,single,1062951,102,0
40,417,vehicle,other,divorced,372930,54,0
47,552,vehicle,male,single,2764146,133,0
62,479,education,female,married,996429,15,0
64,714,personal,male,married,589660,45,0
40,534,vehicle,female,divorced,1426331,151,0
64,379,business,female,married,1669429,158,0
37,321,home,other,single,1460724,111,0
35,776,home,female,divorced,553850,46,1
35,739,home,other,single,2294001,169,1
19,869,business,other,divorced,2469199,7,0
21,392,gold,male,divorced,1294215,216,0
47,491,business,other,divorced,1368069,207,0
50,402,gold,female,divorced,1929341,182,0
53,695,home,female,married,2159838,200,0
35,306,education,other,married,747404,58,0
54,866,education,male,married,2673344,152,1
36,530,gold,other,divorced,757620,31,0
64,873,home,other,married,813729,59,0
45,539,business,female,divorced,2213985,56,0
57,389,education,male,married,215256,158,0
37,531,gold,male,divorced,1152074,119,0
50,756,business,male,married,1536460,22,1
29,532,home,male,married,296382,207,0
32,653,personal,female,married,1064233,125,1
58,632,home,male,divorced,2207670,194,0
56,738,home,male,divorced,833397,51,1
19,674,business,male,married,330684,60,0
46,591,business,female,divorced,2197120,55,0
58,644,vehicle,female,single,705726,80,0
27,727,vehicle,male,married,854381,16,1
19,429,business,female,married,2615913,145,0
28,440,business,other,single,2593713,173,0
30,714,personal,male,divorced,1360554,53,1
27,392,personal,female,divorced,885254,126,0
31,583,home,male,divorced,2646734,61,0
35,522,education,male,married,2450594,13,0
26,762,personal,female,married,802081,221,0
56,844,home,other,married,1659198,19,1
45,575,gold,male,married,1255975,220,0
20,439,vehicle,other,married,633930,119,0
37,656,education,female,divorced,2542671,189,0
23,322,home,male,single,2400795,59,0
44,569,business,female,divorced,2064420,233,0
19,632,gold,female,divorced,2099379,22,0
46,384,vehicle,female,married,2887547,178,0
55,330,gold,female,single,219937,138,0
20,539,home,male,single,2672034,136,0
33,662,personal,other,divorced,1686600,14,1
47,688,vehicle,other,single,1190857,217,0
57,598,gold,male,divorced,1227927,127,0
19,670,personal,male,divorced,1238508,119,0
34,398,education,other,divorced,2614680,25,0
58,346,home,other,divorced,1846604,88,0
29,721,home,male,married,2777092,26,1
52,779,vehicle,female,single,2590326,213,0
60,878,gold,male,married,2293371,38,1
18,361,education,other,married,2056735,138,0
62,408,business,female,married,1061501,157,0
32,848,vehicle,other,divorced,2621796,196,0
43,418,business,female,divorced,1338470,212,0
54,897,vehicle,other,married,1306138,31,1
38,681,gold,female,married,1910173,113,1
48,691,education,male,single,409495,94,1
42,351,gold,male,married,1063360,97,0
40,588,home,female,divorced,2584346,38,0
41,636,business,female,married,2101466,23,0
55,503,personal,male,single,1616690,23,0
45,537,home,male,single,1007749,171,0
38,681,home,female,married,1829222,38,1
60,435,business,female,single,2339615,32,0
35,706,vehicle,male,single,2486295,54,1
53,807,home,other,divorced,637240,183,0
52,661,education,male,single,512498,148,1
62,680,home,female,single,2023003,113,0
26,875,education,female,married,1773215,210,0
55,553,gold,other,divorced,809714,185,0
47,776,vehicle,male,single,101722,231,0
61,413,education,female,married,530036,73,0
51,319,home,male,married,2133267,104,0
49,827,vehicle,female,married,2153222,24,1
20,444,vehicle,other,married,690507,228,0
20,507,education,male,married,880534,30,0
45,830,education,male,married,511610,109,1
61,675,personal,other,single,2112785,81,0
32,803,personal,female,divorced,2616837,81,1
58,465,vehicle,female,divorced,2202644,111,0
40,849,business,male,married,2607195,158,1
57,480,business,other,married,2313511,38,0
28,743,personal,male,divorced,258564,193,0
49,631,home,male,single,2921314,42,0
53,802,gold,female,married,2399669,97,1
50,378,vehicle,female,divorced,1843718,129,0
41,884,gold,female,divorced,1039367,48,1
56,695,personal,female,married,621323,131,1
51,402,education,female,divorced,2401579,14,0
45,701,vehicle,other,single,391280,19,1
54,523,personal,male,divorced,2998421,136,0
24,817,home,other,married,1655282,74,1
21,535,vehicle,male,married,2272744,189,0
54,726,vehicle,female,divorced,493931,31,1
18,415,business,other,divorced,946558,132,0
18,462,education,male,married,2642160,58,0
64,525,vehicle,female,single,342070,46,0
37,529,education,female,divorced,1943902,87,0
36,481,personal,other,single,1756978,107,0
46,548,home,other,single,2829945,26,0
27,617,home,other,married,649247,126,0
35,509,vehicle,female,married,2600883,44,0
45,691,vehicle,male,married,1616405,213,0
52,395,personal,male,single,2786636,237,0
60,385,business,other,married,2873955,156,0
64,714,business,male,married,1333198,226,0
48,693,business,female,single,1093483,207,0
44,800,education,male,single,268280,191,0
28,881,business,female,single,2330007,74,1
55,432,home,other,single,1119925,80,0
22,613,education,male,divorced,1387873,162,0
25,520,personal,female,married,572159,67,0
51,737,home,other,divorced,377460,186,0
29,345,home,other,single,2178140,50,0
55,491,gold,other,single,1107878,32,0
18,819,personal,other,single,1634535,121,0
48,678,personal,male,single,1524372,167,1
21,633,gold,female,single,587154,147,0
62,338,education,male,married,1609758,46,0
22,592,business,female,divorced,1793221,111,0
47,461,business,other,divorced,2302516,79,0
41,630,business,male,married,1140775,65,0
20,403,business,other,married,1413656,47,0
28,460,business,female,married,846011,127,0
62,353,gold,other,divorced,1124883,184,0
21,333,personal,male,divorced,1431427,208,0
43,541,education,male,single,2001943,16,0
44,412,home,female,divorced,1191112,168,0
63,617,business,female,divorced,2576068,152,0
60,322,gold,male,married,1424965,221,0
44,857,education,male,divorced,2941419,123,1
59,417,education,male,single,1661636,70,0
23,511,education,male,divorced,1523460,209,0
32,717,gold,female,married,132286,194,0
47,412,home,male,married,1104733,52,0
59,343,business,female,single,2362527,19,0
54,427,education,male,single,1890609,72,0
54,457,gold,male,divorced,2369273,185,0
59,693,personal,other,single,443045,114,1
54,811,gold,other,single,1489706,165,1
52,344,gold,male,married,2266878,213,0
40,407,gold,female,married,478486,235,0
23,518,education,male,divorced,1322509,15,0
21,742,gold,other,divorced,2896151,129,1
35,614,personal,male,divorced,290586,22,0
26,476,education,other,divorced,566204,173,0
46,527,personal,male,married,2582541,201,0
30,566,vehicle,male,divorced,2463256,196,0
64,678,gold,female,divorced,401746,148,0
34,788,business,other,single,1637513,102,1
62,589,business,other,divorced,1814500,172,0
49,656,education,other,single,1940099,62,1
39,503,business,female,married,2705574,143,0
21,512,education,male,divorced,1735199,76,0
22,851,gold,female,single,1572311,102,1
54,622,home,male,divorced,2260716,22,0
58,893,home,female,single,1277833,81,1
30,480,personal,female,divorced,2312669,22,0
51,798,gold,other,married,1777795,116,1
62,619,business,female,married,1082479,125,0
39,382,gold,male,single,1599406,149,0
40,602,vehicle,female,single,2991572,124,0
20,561,home,female,married,2187543,83,0
59,499,business,male,divorced,2482370,8,0
51,539,home,other,single,617103,113,0
49,594,gold,male,married,2769508,56,0
62,811,business,male,single,2832409,119,0
38,695,personal,male,married,1165136,99,1
63,437,gold,female,married,1322322,179,0
61,428,personal,female,single,1796380,121,0
38,348,business,male,single,2367162,188,0
61,592,home,male,married,1446111,110,0
28,835,vehicle,other,divorced,971130,104,1
56,610,education,female,married,1524600,159,0
21,836,home,female,divorced,1267016,81,1
18,533,personal,female,divorced,2091316,164,0
45,508,gold,female,divorced,2627501,86,0
41,393,business,male,single,832275,234,0
52,626,home,male,married,2725780,77,0
30,524,vehicle,other,married,1218867,152,0
64,310,business,female,divorced,2245883,223,0
51,628,personal,female,divorced,2909940,201,0
28,311,business,male,divorced,1987830,148,0
53,334,business,other,married,1976874,116,0
34,746,gold,male,divorced,2937953,63,1
52,751,education,female,married,1887731,83,1
35,519,personal,female,married,2031799,163,0
57,740,gold,other,single,2952952,53,1
39,834,education,male,divorced,1913028,61,1
41,894,gold,female,divorced,2132122,47,1
36,528,education,female,divorced,1353783,29,0
54,643,education,other,single,2153390,115,0
56,379,education,female,divorced,501931,57,0
38,652,gold,female,married,1105037,176,1
25,695,business,male,divorced,549118,39,1
45,589,education,other,married,1249930,193,0
22,754,business,other,married,1499732,216,0
34,427,personal,other,married,2499976,8,0
54,842,vehicle,male,married,485351,73,1
53,658,business,other,divorced,159179,144,0
36,826,vehicle,female,single,986045,146,1
44,612,education,other,single,402114,55,0
51,374,vehicle,female,married,2139316,87,0
28,845,vehicle,other,divorced,104718,24,0
62,495,education,other,single,2617479,49,0
64,328,business,male,divorced,1056222,166,0
29,315,education,other,single,2535065,171,0
38,722,personal,other,married,2338950,8,1
28,888,home,male,married,885931,118,1
56,892,gold,female,married,641427,232,0
45,704,education,other,single,1410705,70,1
22,830,education,other,divorced,2316956,168,1
34,376,vehicle,female,married,669070,169,0
37,528,personal,male,divorced,2741398,171,0
58,596,vehicle,other,divorced,2419963,44,0
63,809,business,male,married,2166242,158,0
29,872,education,female,single,1479854,69,1
23,837,education,female,married,2997167,109,1
34,882,vehicle,male,married,1392821,18,1
36,625,education,female,single,1952021,73,0
43,662,business,female,divorced,340734,75,1
61,658,home,other,single,1119326,80,0
61,623,gold,male,single,2842686,6,0
49,625,gold,other,married,2373098,205,0
23,464,gold,male,single,1057701,187,0
53,872,home,other,single,2850550,103,1
55,754,education,female,single,633384,109,1
28,452,vehicle,male,divorced,591471,121,0
50,426,personal,male,divorced,1746397,142,0
41,492,education,male,married,1110405,169,0
40,829,home,male,married,2049803,118,1
32,309,business,female,divorced,2419724,108,0
44,391,home,female,single,2731308,239,0
28,438,gold,female,married,384026,42,0
34,780,education,other,married,1562431,111,1
31,748,gold,female,single,2889475,192,0
44,632,personal,other,single,1517480,113,0
35,639,business,other,single,2967876,26,0
45,351,gold,female,single,2357694,153,0
64,765,personal,female,single,2928946,235,0
64,774,home,female,divorced,2104268,134,0
21,700,gold,other,single,2492671,232,0
24,738,gold,male,married,2530506,192,0
62,897,vehicle,female,divorced,777632,33,0
52,808,business,other,married,1499996,204,0
26,452,business,other,single,2363386,189,0
25,813,home,female,married,2142667,113,1
62,802,vehicle,other,single,1746470,14,0
34,305,personal,female,married,1571264,198,0
34,799,personal,other,married,2841277,169,1
50,417,home,male,single,2258553,231,0
49,784,business,other,married,1469555,167,1
25,767,personal,female,divorced,2516232,214,0
36,460,home,male,married,2152598,37,0
55,569,personal,female,divorced,2359742,71,0
20,355,education,other,divorced,1364583,105,0
22,527,gold,male,married,285534,158,0
30,448,business,male,divorced,1013878,184,0
64,345,education,other,divorced,1539064,196,0
63,443,home,male,married,2100896,223,0
48,639,home,male,single,947981,178,0
33,712,education,male,single,2153969,159,1
49,819,gold,female,divorced,1017266,26,1
39,643,gold,female,divorced,1935901,87,0
46,686,vehicle,male,single,748255,226,0
39,772,personal,other,divorced,2701715,184,0
60,574,vehicle,other,single,1504980,29,0
20,652,gold,female,married,913317,116,0
27,365,education,other,divorced,1162189,97,0
59,378,personal,male,married,2145932,17,0
38,897,education,other,single,1285735,144,1
33,501,vehicle,female,single,1577493,160,0
29,857,home,female,married,1167241,28,1
19,412,education,male,divorced,730856,166,0
58,390,vehicle,female,married,1903620,213,0
41,440,vehicle,female,married,391766,225,0
52,588,vehicle,female,divorced,1506554,97,0
47,888,home,other,single,1190565,171,1
